"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_zfbubusik_flu_developed_into_kb","influenza developed into pneumonia","flu developed into pneumonia","chřipka se přešla v plicní zápal","Grippe ist in Lungenentzündung übergegangen","грипп перерос в пневмонию","grypa przerodziła się w zapalenie płuc","influenza pneumoniává alakult","il grippe è evoluto in pneumonia","la gripe se transformó en neumonía","la grippe a évolué en pneumonie","流感演变为肺炎","インフルエンザが肺炎に発展した","gripe evoluiu para pneumonia","流感演变为肺炎"
"STR_zfbubusik_pneumonia_subsided_flu_io","pneumonia subsided, flu again","pneumonia subsided, flu again","plicní zápal polevil, zase chřipka","Pneumonie abgeklärt, Grippe zurück","пневмония ослабла, снова грипп","zapalenie płuc osłabło, ponownie grypa","pneumónia legyengült, újra grip","pneumonia è diminuita, influenza di nuovo","la neumonía ha disminuido, gripe de nuevo","la pneumonie a diminué, grippe à nouveau","肺炎轻了，又是流感","肺炎は薄れた、再びインフルエンザ","pneumonia diminuiu, gripe novamente","肺炎衰退，再次流感"
"STR_zfbubusik_wound_infection_mild_rp","wound infection (mild stage)","wound infection (mild stage)","zánět rány (lehká fáze)","Wundinfektion (leichte Stufe)","заражение раны (лёгкая стадия)","zakażenie rany (łagodna stadia)","sérültség fertőzése (alacsony fok)","infezione della ferita (stadio leggero)","infección de herida (estadio ligero)","contamination de la blessure (étape légère)","伤口感染（轻度）","傷の悪化（軽度 стадия）","infecção da ferida (estágio leve)","伤口感染（轻度）"
"STR_zfbubusik_wound_infection_advanced_il","wound infection (advanced stage)","wound infection (advanced stage)","zánět rány (závažná fáze)","Wundinfektion (schwere Stufe)","заражение раны (тяжёлая стадия)","zakażenie rany (ciężka stadia)","sérültség fertőzése (nehéz стадий)","infestazione della ferita (stadio grave)","infección de herida (etapa grave)","contamination de la blessure (stade sévère)","創傷感染（嚴重階段）","傷の悪性感染（重症期）","infecção da ferida (estágio grave)","創傷感染（嚴重階段）"
"STR_zfbubusik_heavy_metal_poisoning_nq","heavy metal poisoning (mild stage)","heavy metal poisoning (mild stage)","otravление těžkými kovy (lehká fáze)","schwere Metallschäden (leichte Stufe)","отравление тяжёлыми металлами (лёгкая стадия)","otrucie ciężkimi metalamі (łagodna faza)","súlyos metalloiddoxikus (alapvető stádium)","intoxiazione da metalli pesanti (stadio leggero)","intoxicación por metales pesados (etapa ligera)","intoxication par métaux lourds (stade léger)","重金属中毒（轻度）","重金属中毒（軽度 стадия）","intoxicação por metais pesados (estágio leve)","重金属中毒（轻度）"
"STR_zfbubusik_heavy_metal_poisoning_eb","heavy metal poisoning (middle stage)","heavy metal poisoning (middle stage)","otravление těžkými kovy (střední stádií)","schwere Metallschäden (mittlere Stufe)","отравление тяжёлыми металлами (средняя стадия)","otrucie ciężkimi metali (średnia stadia)","súlyos metalloiddzselelés (középszint)","intoxiazione da metalli pesanti (stadio medio)","intoxicación por metales pesados (etapa media)","intoxication par métaux lourds (stade intermédiaire)","重金属中毒（中期）","重金属毒中毒（中期）","intoxicação por metais pesados (estágio médio)","重金属中毒（中等阶段）"
"STR_zfbubusik_heavy_metal_poisoning_nw","heavy metal poisoning (advanced stage)","heavy metal poisoning (advanced stage)","otravление těžkými kovy (závažná fáze)","schwere Metallschäden (schwere Stufe)","отравление тяжёлыми металлами (тяжёлая стадия)","otrucie ciężkimi metalami (poważna stadia)","súlyos fémmetallum-betegség (súlyos стадий)","intoxiazione da metalli pesanti (stadio grave)","intoxicación por metales pesados (estadio grave)","intoxication par métaux lourds (stade sévère)","重金属中毒（晚期）","重金属毒中毒（重症期）","intoxicação por metais pesados (estágio grave)","重金属中毒（晚期）"
"STR_zfbubusik_chemical_poisoning_mild_px","chemical poisoning (mild stage)","chemical poisoning (mild stage)","chemická otravení (lehká fáze)","chemische Vergiftung (leichte Stufe)","химическое отравление (лёгкая стадия)","otrucie chemiczne (łagodna stadia)","kémiai zavargás (alacsony fok)","intoxicazione chimica (stadio leggero)","intoxicación química (etapa ligera)","intoxication chimique (étape légère)","化学中毒（轻度）","化学毒毒中毒（軽度）","intoxicação química (estágio leve)","化学中毒（轻度）"
"STR_zfbubusik_chemical_poisoning_middle_jp","chemical poisoning (middle stage)","chemical poisoning (middle stage)","chemická otravení (střední stupeň)","chemisches Vergiftung (mittlere Stufe)","химическое отравление (средняя стадия)","otrucie chemiczne (średnia stadia)","keményítő zavara (közepes стадий)","intoxiazione chimica (stadio medio)","intoxicación química (etapa media)","intoxication chimique (stade intermédiaire)","化学中毒（中等阶段）","化学毒毒中階","intoxicação química (estágio médio)","化学中毒（中期）"
"STR_zfbubusik_chemical_poisoning_severe_vg","chemical poisoning (advanced stage)","chemical poisoning (severe stage)","chemická otrava (těžká fáze)","chemisches Vergiftung (schwere Stufe)","химическое отравление (тяжёлая стадия)","otrucie chemiczne (poważna stadia)","kemény стадий kémiai ástaltottság","intoxiazione chimica (stadio grave)","intoxicación química (etapa grave)","intoxication chimique (stade grave)","化学中毒（重度阶段）","化学毒毒中毒（重症期）","intoxicação química (estágio grave)","化学中毒（重度阶段）"
"STR_zfbubusik_kuru_xo","kuru","kuru","kurýr","kuru","куру","kuru","kuru","kuru","kuru","kuru","куру","くる","kuru","куру"
"STR_zfbubusik_influenza_on","influenza","influenza","gripa","Grippe","грипп","grypa","influenza (influenza)","influenza","influenza","grippe","流感","インフルエンザ","gripe","流感"
"STR_zfbubusik_pneumonia_jt","pneumonia","pneumonia","plicní zápal","Pneumonie","пневмония","zapalenie płuc","tüdőgyulladás","pneumonia","neumonía","pneumonie","肺炎","肺炎","pneumonia","肺炎"
"STR_zfbubusik_wound_Infection_tk","wound Infection","wound Infection","zánět rány","Wundinfektion","заражение раны","zakażenie rany","sérülés fertőzés","infezione delle ferite","infección de herida","infection de blessure","傷口感染","傷感染","infecção de ferida","傷口感染"
"STR_zfbubusik_common_cold_qo","common cold","common cold","obyčejná rýma","Sommergefrieren","простуда","przeziębienie","hidegfolyam","common cold","catarro común","rhume","普通感冒","風邪","resfriado comum","普通感冒"
"STR_zfbubusik_chemical_poisoning_xx","chemical poisoning","chemical poisoning","chemická otravení","chemische Vergiftung","химическое отравление","otrucie chemiczne","kemény zavartok","intoxiazione chimica","intoxicación química","intoxication chimique","化学中毒","化学毒毒性中毒","intoxicação química","化学中毒"
"STR_zfbubusik_heavy_metal_poisoning_ss","heavy metal poisoning","heavy metal poisoning","otravление těžkými kovy","Gift durch schwere Metalle","отравление тяжёлыми металлами","otrucie ciężkimi metalami","súlyos metalloiddoxikás","intoxiazione da metalli pesanti","intoxicación por metales pesados","intoxication par métaux lourds","重金属中毒","重金属毒性","intoxicação por metais pesados","重金属中毒"
"STR_zfbubusik_wound_infection_dw","wound infection","wound infection","zánět rány","Wundinfektion","заражение раны","zakażenie rany","sérülés fertőzése","infezione della ferita","infección de herida","contamination de la blessure","伤口感染","傷の悪魔化","infecção da ferida","伤口感染"

"STR_zfbubusik_built_part_az","built part","built part","postavil část","eine Bauaufgabe abgeschlossen","построил часть","zbudował część","részlegeltettem","costruito una parte","construyó parte","a construit une partie","建造了一部分","部分を建てた","construí uma parte","建造了一部分"
"STR_zfbubusik_dismantled_part_xx","disassembled part","dismantled part","rozebral část","eine Teil zerlegt","разобрал часть","rozebrałem część","elrészeltem részt","disassemblato una parte","desmonté parte","a démonté une partie","拆解了一部分","部分を分解した","desmontei parte","拆解了一部分"
"STR_zfbubusik_buildings_ks","buildings","buildings","stavby","Bauwerke","постройки","budynki","épületek","costruzioni","construcciones","constructions","建筑物","建物","construções","建筑物"
